---
gamesThru: May 10, 2021
listname: College Tennis Women Singles
division: ctws2021
listdate: 2021-05-10
downloaded: 2021-05-12T18:02:26.423Z
player: 5351
---
rank	name	wins	losses	change	rating	pwrRnk	pwr	hfa	sosRnk	sos	masseyId	r2Id	groupId	group
   1	Alexa Noel                       	23	 0	     	 9.448	   1	 5.063	 0.07	  25	 3.430	337750	564451	  3540	Iowa
   2	Sara Daavettila                  	16	 1	     	 9.137	   2	 4.942	 0.10	  18	 3.493	337265	400079	  5492	North Carolina
   3	Abigail Forbes                   	19	 2	    3	 8.950	   3	 4.942	 0.10	  13	 3.522	337617	512054	  8141	UCLA
   4	Emma Navarro                     	19	 1	   -1	 8.920	   5	 4.609	 0.09	  41	 3.311	337529	564450	  8432	Virginia
   5	Estela Perez-Somarriba           	19	 2	     	 8.919	   4	 4.772	 0.08	  29	 3.411	337439	440887	  4719	Miami FL
   6	Katarina Jokic                   	25	 1	   -2	 8.914	   6	 4.593	 0.06	  59	 3.182	336778	419539	  2881	Georgia
   7	Fiona Crawley                    	27	 0	     	 8.665	  24	 4.167	 0.08	 245	 2.597	337044	564453	  5492	North Carolina
   8	Charlotte Chavatipon             	25	 1	    3	 8.611	  13	 4.323	 0.06	 129	 2.902	336664	562071	  7840	Texas
   9	McCartney Kessler                	17	 2	   -1	 8.570	   8	 4.412	 0.06	  74	 3.113	336945	421536	  2625	Florida
  10	Ayana Akli                       	15	 3	     	 8.537	   7	 4.416	 0.13	  24	 3.452	338332	514025	  4474	Maryland
  11	Alexa Graham                     	12	 2	    2	 8.458	  14	 4.297	 0.06	  82	 3.073	337263	411298	  5492	North Carolina
  12	Angela Kulikov                   	 1	 0	    3	 8.451	  17	 4.252	 0.08	   1	 3.808	339012	423901	  8251	USC
  13	Meg Kowalski                     	22	 2	   -4	 8.425	  19	 4.246	 0.06	 104	 2.986	336782	487384	  2881	Georgia
  14	Katarina Kozarov                 	23	 1	    7	 8.388	  32	 4.076	 0.06	 222	 2.652	337200	423350	  2800	Furman
  15	Irina Cantos Siemers             	19	 6	   -3	 8.352	  21	 4.206	 0.05	  14	 3.509	337123	511553	  5850	Ohio St
  16	Makenna Jones                    	15	 2	    3	 8.348	  18	 4.250	 0.09	 106	 2.985	337045	419691	  5492	North Carolina
  17	Anna Rogers                      	19	 7	   -3	 8.339	  12	 4.326	 0.07	   9	 3.551	337001	446522	  5511	NC State
  18	Elise Van Heuvelen               	19	 4	   -2	 8.336	  11	 4.336	 0.10	  45	 3.268	337772	459837	  3540	Iowa
  19	Layne Sleeth                     	 9	 1	   -1	 8.336	  15	 4.282	 0.08	 121	 2.938	337810	511900	  2625	Florida
  20	Kari Miller                      	16	 4	   -3	 8.315	   9	 4.352	 0.08	  52	 3.223	337091	564380	  4741	Michigan
  21	Lulu Sun                         	19	 2	   -1	 8.307	  25	 4.164	 0.05	 145	 2.836	337206	562075	  7840	Texas
  22	Georgia Drummy                   	18	 4	    1	 8.297	  10	 4.347	 0.03	  63	 3.169	336987	564359	  2265	Duke
  23	Natasha Subhash                  	16	 5	    2	 8.274	  20	 4.233	 0.06	  38	 3.346	337047	511574	  8432	Virginia
  24	Valeriya Zeleva                  	12	 2	   -2	 8.257	  27	 4.151	 0.11	  70	 3.125	337581	497367	  1380	UCF
  25	Reilly Tran                      	17	 0	   -1	 8.240	  48	 3.887	 0.07	 405	 2.243	337046	564465	  5492	North Carolina
  26	Dana Guzman                      	18	 2	    7	 8.238	  35	 4.071	 0.08	 161	 2.789	337158	564055	  5886	Oklahoma
  27	Kylie Collins                    	17	 2	     	 8.233	  26	 4.157	 0.08	 152	 2.812	337208	564774	  7840	Texas
  28	Peyton Stearns                   	14	 6	   -2	 8.223	  16	 4.260	 0.08	  22	 3.459	336655	562074	  7840	Texas
  29	Jada Hart                        	11	 2	   -1	 8.221	  28	 4.140	 0.12	 108	 2.983	338608	413959	  8141	UCLA
  30	Meible Chi                       	22	 3	     	 8.190	  36	 4.025	 0.10	 150	 2.823	336994	396854	  2265	Duke
  31	Ashley Lahey                     	11	 4	    3	 8.183	  23	 4.178	 0.05	  40	 3.321	337681	424436	  6161	Pepperdine
  32	Anna Turati                      	17	 3	   -1	 8.172	  31	 4.120	 0.09	 148	 2.832	337207	459000	  7840	Texas
  33	Chloe Beck                       	18	 4	    3	 8.158	  22	 4.197	 0.11	 117	 2.957	336991	514741	  2265	Duke
  34	Csilla Fodor                     	13	 4	   -5	 8.127	  30	 4.131	 0.10	  58	 3.183	337769	511586	  6393	Purdue
  35	Kenya Jones                      	19	 8	   -3	 8.123	  41	 3.970	 0.16	  16	 3.500	337134	419665	  2911	Georgia Tech
  36	Mariia Kozyreva                  	11	 1	    1	 8.122	  38	 3.992	 0.06	 225	 2.636	337311	423367	  6853	St Mary's CA
  37	Victoria Flores                  	19	 6	    1	 8.107	  33	 4.075	 0.04	  47	 3.257	337132	407152	  2911	Georgia Tech
  38	Bunyawi Thamchaiwat              	16	 4	    1	 8.094	  34	 4.074	 0.07	  91	 3.040	336799	497414	  5912	Oklahoma St
  39	Lea Ma                           	15	 4	    2	 8.080	  29	 4.134	 0.09	 118	 2.953	337324	513316	  2881	Georgia
  40	Marta Gonzalez                   	11	 1	     	 8.057	  51	 3.869	 0.06	 201	 2.694	336775	410824	  2881	Georgia
  41	Elizabeth Scotty                 	13	 3	   -6	 8.041	  40	 3.972	 0.08	 169	 2.761	337039	520732	  5492	North Carolina
  42	Giulia Pairone                   	13	 8	     	 8.027	  37	 4.016	 0.10	  11	 3.536	337323	564449	  2666	Florida St
  43	Taisya Pachkaleva                	21	 3	    2	 8.025	  49	 3.879	 0.03	 211	 2.672	337647	564448	  6161	Pepperdine
  44	Cameron Morra                    	15	 6	     	 8.005	  39	 3.983	 0.08	  51	 3.227	337267	488643	  5492	North Carolina
  45	Isabella Pfennig                 	16	 5	    5	 7.999	  42	 3.968	 0.08	  71	 3.120	337447	564946	  4719	Miami FL
  46	Paris Corley                     	19	 4	    6	 7.980	  44	 3.941	 0.04	 146	 2.836	336647	486238	  4206	LSU
  47	Isabelle Boulais                 	12	 4	    2	 7.957	  43	 3.941	 0.12	  87	 3.057	338602	490278	  5850	Ohio St
  48	Bella Lorenzini                  	 7	 0	   19	 7.953	  63	 3.745	 0.08	 376	 2.284	337115	427820	  4741	Michigan
  49	Tatiana Makarova                 	25	 6	    4	 7.950	  53	 3.866	 0.11	 138	 2.863	336817	514440	  7848	Texas A&M
  50	Margarita Skriabina              	18	 2	    1	 7.925	  54	 3.837	 0.09	 280	 2.514	337012	515922	  7918	Texas Tech
  51	Jessica Failla                   	13	 5	    9	 7.923	  60	 3.763	 0.04	  60	 3.182	337646	405704	  6161	Pepperdine
  52	Elysia Bolton                    	 9	 3	    5	 7.922	  45	 3.935	 0.14	  78	 3.103	337619	489254	  8141	UCLA
  53	Viktoriya Kanapatskaya           	12	 5	   11	 7.905	  66	 3.738	 0.09	  43	 3.283	338564	564454	  7729	Syracuse
  54	Morgan Coppoc                    	25	 5	   -7	 7.902	  46	 3.934	 0.06	 187	 2.728	336773	398734	  2881	Georgia
  55	Alana Smith                      	17	 8	   -1	 7.896	  52	 3.866	 0.09	  39	 3.323	336993	486136	  5511	NC State
  56	Kristina Novak                   	12	 8	  -10	 7.890	  59	 3.781	 0.13	   4	 3.683	338315	509862	  5279	Nebraska
  57	Janice Tjen                      	18	 3	    4	 7.885	  70	 3.686	 0.08	 263	 2.553	337962	565743	  5961	Oregon
  58	Chiara Lommer                    	16	 5	   -2	 7.883	  55	 3.825	 0.07	  95	 3.033	337112	427507	  4741	Michigan
  59	Rosie Johanson                   	17	 5	  -16	 7.878	  47	 3.912	 0.05	 130	 2.900	337035	419112	  8432	Virginia
  60	Xinyu Cai                        	11	 7	   -5	 7.841	  50	 3.872	 0.09	  26	 3.425	337126	520654	  9031	Wisconsin
  61	Carolyn Campana                  	 9	 6	  -13	 7.834	  67	 3.706	 0.11	   6	 3.587	339199	509935	  8508	Wake Forest
  62	Gala Mesochoritou                	17	 0	   -3	 7.833	 105	 3.437	 0.07	 569	 1.982	337102	564385	  4741	Michigan
  63	Malaika Rapolu                   	25	 2	   -1	 7.822	  83	 3.565	 0.05	 339	 2.351	336666	562073	  7840	Texas
  64	Anika Yarlagadda                 	13	 1	   -6	 7.822	  74	 3.634	 0.07	 348	 2.333	337043	510762	  5492	North Carolina
  65	Christina Rosca                  	14	 5	   12	 7.799	  62	 3.748	 0.04	 123	 2.924	337211	446912	  8367	Vanderbilt
  66	Vanessa Wong                     	18	 4	    3	 7.797	  72	 3.672	 0.06	 271	 2.535	338013	464666	  8551	Washington
  67	Mia Horvit                       	11	 8	   -2	 7.784	  56	 3.821	 0.04	  27	 3.418	336842	416702	  7242	South Carolina
  68	Yulia Starodubsteva              	11	 1	    2	 7.755	  99	 3.493	 0.06	 319	 2.388	338002	454355	  5925	Old Dominion
  69	Petra Hule                       	14	 3	    5	 7.752	  75	 3.623	 0.11	 220	 2.655	337329	417237	  2666	Florida St
  70	Rachel Hanford                   	12	 8	   -7	 7.743	  68	 3.698	 0.11	  19	 3.472	338322	527828	  4858	Minnesota
  71	Livia Kraus                      	24	 4	    1	 7.741	  71	 3.675	 0.12	 302	 2.448	336643	423464	   557	Baylor
  72	Victoria Allen                   	14	 5	   -6	 7.733	  64	 3.743	 0.10	 155	 2.802	337326	511618	  2666	Florida St
  73	Martina Okalova                  	14	 4	   -2	 7.730	  61	 3.753	 0.12	 173	 2.758	337171	438129	  8099	Tulsa
  74	Fernanda Labraña                 	22	 2	    4	 7.727	  86	 3.546	 0.09	 436	 2.193	336661	424273	  7840	Texas
  75	Lisa Zaar                        	19	 2	    4	 7.719	 100	 3.487	 0.04	 414	 2.232	338409	514467	  6161	Pepperdine
  76	Solymar Colling                  	14	 4	    5	 7.688	  78	 3.604	 0.11	 213	 2.666	338927	493373	  8241	San Diego
  77	Kelly Chen                       	11	11	    5	 7.685	  65	 3.740	 0.09	   7	 3.577	336995	396686	  2265	Duke
  78	Eryn Cayetano                    	11	 6	    7	 7.679	  76	 3.616	 0.06	  54	 3.215	337680	509808	  8251	USC
  79	Salma Ewing                      	14	 5	   27	 7.674	  87	 3.539	 0.15	  98	 3.017	337683	485966	  8251	USC
  80	Angelica Blake                   	 7	 3	  -12	 7.657	  79	 3.600	 0.10	 110	 2.979	341387	512400	  7582	Stanford
  81	Luna Dormet                      	21	 1	    5	 7.651	 111	 3.412	 0.09	 597	 1.933	337124	490409	  5850	Ohio St
  82	Anna Riedmiller                  	14	 1	    2	 7.649	 120	 3.382	 0.09	 442	 2.184	337485	445479	  2147	Denver
  83	Rebeka Stolmar                   	12	 6	     	 7.640	  77	 3.615	 0.10	  92	 3.040	337582	455036	  1380	UCF
  84	Annette Goulak                   	16	 3	    5	 7.637	  92	 3.531	 0.12	 294	 2.471	337679	512056	  8141	UCLA
  85	Vivian Wolff                     	11	 6	   17	 7.629	  58	 3.804	 0.11	  97	 3.019	338609	564429	  8141	UCLA
  86	Shiori Fukuda                    	16	 4	   19	 7.625	  94	 3.529	 0.11	 266	 2.544	337682	564446	  6161	Pepperdine
  87	Miska Kadleckova                 	14	 3	   28	 7.611	  97	 3.516	 0.11	 315	 2.401	337372	561613	  3554	Iowa St
  88	Tatsiana Sasnouskaya             	13	 2	    3	 7.598	  96	 3.519	 0.06	 404	 2.244	337367	521178	  5925	Old Dominion
  89	Georgie Axon                     	23	 7	   -1	 7.597	  69	 3.693	 0.13	 230	 2.633	336731	387150	   402	Auburn
  90	Naomi Cheong                     	 9	 6	   10	 7.596	  73	 3.655	 0.09	  57	 3.185	337484	564452	  8251	USC
  91	Carolyn Ansari                   	14	10	   22	 7.595	  57	 3.815	 0.09	  80	 3.078	336753	514700	   402	Auburn
  92	Akvilė Paražinskait              	20	11	    1	 7.592	  98	 3.501	 0.08	  66	 3.138	336783	439682	  3781	Kentucky
  93	Daria Kuczer                     	25	 8	  -18	 7.591	  82	 3.570	 0.13	 227	 2.635	336754	561887	  7801	Tennessee
  94	Emma Antonaki                    	16	 5	  -21	 7.588	  95	 3.528	 0.07	 191	 2.712	337051	486811	  4936	Mississippi St
  95	Marie Norris                     	21	 8	    3	 7.586	  85	 3.547	 0.11	 164	 2.774	336656	437508	  7878	TCU
  96	Martina Zerulo                   	 4	 1	    3	 7.585	 103	 3.468	 0.08	 143	 2.838	336808	466140	   316	Arkansas
  97	Maria Shusharina                 	10	13	  -21	 7.571	  88	 3.537	 0.11	   2	 3.737	337118	564566	  5704	Northwestern
  98	Haley Giavara                    	12	11	   -8	 7.570	  84	 3.564	 0.07	  23	 3.452	337618	513644	  1098	California
  99	Adriana Reami                    	17	10	  -12	 7.560	  81	 3.571	 0.13	  77	 3.106	336992	444430	  5511	NC State
 100	Ksenia Kuznetsova                	12	 3	   -6	 7.547	  89	 3.535	 0.12	 314	 2.405	337583	424148	  1380	UCF
 101	Isabella Harvison                	 5	 3	   -4	 7.547	 124	 3.359	 0.08	  33	 3.392	336757	510588	    74	Alabama
 102	Megan Davies                     	12	 8	   -7	 7.528	  91	 3.531	     	  62	 3.176	336843	400669	  7242	South Carolina
 103	Anna Bright                      	20	 3	   13	 7.516	 109	 3.415	 0.05	 439	 2.187	337319	392716	  1098	California
 104	Michaela Gordon                  	10	 7	   14	 7.515	  93	 3.530	 0.11	  75	 3.113	339967	411023	  7582	Stanford
 105	Ava Markham                      	13	11	  -25	 7.514	  90	 3.532	 0.14	  36	 3.352	337113	485245	  9031	Wisconsin
 106	Denise-Antonela Stoica           	16	 6	    1	 7.499	 104	 3.446	 0.08	 149	 2.824	337097	514439	  9031	Wisconsin
 107	Bronte Murgett                   	16	 7	    5	 7.489	 108	 3.416	 0.07	 134	 2.876	336940	526971	  4948	Missouri
 108	Abigail Rencheli                 	14	 5	    3	 7.488	 107	 3.419	 0.09	 203	 2.688	337002	564363	  5511	NC State
 109	Sabina Machalova                 	15	10	  -17	 7.480	 113	 3.406	     	  56	 3.185	336745	428629	  4920	Mississippi
 110	Anna Brylin                      	15	 8	   25	 7.480	 106	 3.431	 0.02	 114	 2.968	337234	485841	  8508	Wake Forest
 111	Mel Krywoj                       	18	11	   -1	 7.480	 101	 3.475	 0.09	  88	 3.056	336630	509796	   557	Baylor
 112	Paola Delgado                    	16	 3	    2	 7.480	 129	 3.339	 0.09	 392	 2.258	337452	401582	  8443	VCU
 113	Carmen Corley                    	17	13	   -9	 7.475	  80	 3.576	 0.19	  79	 3.100	336650	521320	  5886	Oklahoma
 114	Ida Jarlskog                     	 9	 4	  -11	 7.462	 122	 3.372	 0.09	 186	 2.729	337273	489049	  2625	Florida
 115	Gina Dittmann                    	15	 0	    2	 7.462	 178	 3.127	 0.03	 856	 1.583	337532	565346	  5620	Northern Arizona
 116	Andrea Garcia                    	20	 3	   -8	 7.451	 123	 3.368	 0.06	 514	 2.072	337334	408876	  2666	Florida St
 117	Marina Alcaide                   	10	 1	  -21	 7.441	 149	 3.258	 0.10	 507	 2.076	338068	511963	  2652	Florida Intl
 118	Indianna Spink                   	15	 7	    2	 7.427	 118	 3.388	 0.13	 133	 2.876	336670	561985	   316	Arkansas
 119	Ilze Hattingh                    	11	 7	   27	 7.419	 117	 3.390	 0.08	  93	 3.039	337025	414211	   304	Arizona St
 120	Clarissa Hand                    	14	 9	  -11	 7.417	 115	 3.394	 0.08	  83	 3.073	337094	486604	  5704	Northwestern
 121	Tiphanie Fiquet                  	15	 8	    8	 7.416	 114	 3.402	 0.08	 116	 2.964	336747	513436	  4920	Mississippi
 122	Alana Wolfberg                   	13	 9	   10	 7.414	 128	 3.345	 0.12	  73	 3.115	336800	513080	  5912	Oklahoma St
 123	Lucia Marzal Martinez            	23	 3	     	 7.394	 142	 3.275	 0.10	 513	 2.073	337120	521208	  5850	Ohio St
 124	Ava Hrastar                      	13	 9	    1	 7.389	 102	 3.469	 0.09	 109	 2.980	337137	564715	  2911	Georgia Tech
 125	Emma Shelton                     	13	11	    5	 7.361	 112	 3.408	 0.08	  65	 3.142	336844	513315	  7242	South Carolina
 126	Martina Cappuro                  	12	 7	   21	 7.361	 110	 3.412	 0.01	 156	 2.801	337155	489368	  5886	Oklahoma
 127	Sahaja Yamalapalli               	16	 0	    6	 7.359	 195	 3.071	 0.08	 991	 1.390	337224	465252	  6981	Sam Houston St
 128	Paula Baranano                   	13	 4	    6	 7.358	 116	 3.393	 0.08	 337	 2.352	338980	497948	   557	Baylor
 129	Selin Ovunc                      	13	10	   -1	 7.352	 154	 3.228	 0.09	  44	 3.270	336735	514698	   402	Auburn
 130	Lesedi Jacobs                    	12	 8	   21	 7.347	 130	 3.336	 0.10	 111	 2.977	336771	418303	  3781	Kentucky
 131	Katherine Duong                  	14	 8	   -9	 7.345	 135	 3.308	 0.15	 144	 2.837	337770	565549	  3425	Illinois
 132	Maggie Cubitt                    	 7	 4	   27	 7.330	 119	 3.385	 0.12	 162	 2.787	336644	511369	  4206	LSU
 133	Sara Choy                        	13	 4	   10	 7.325	 121	 3.375	 0.06	 320	 2.385	339973	491827	  7582	Stanford
 134	Asuka Kawai                      	 9	11	   -8	 7.325	 144	 3.272	 0.10	  17	 3.498	337768	420909	  3425	Illinois
 135	Hadley Doyle                     	18	 6	    7	 7.315	 132	 3.319	 0.10	 349	 2.332	337081	564874	  7358	SMU
 136	Jaedan Brown                     	17	 6	  -35	 7.314	 150	 3.251	 0.12	 303	 2.447	337095	564381	  4741	Michigan
 137	Julie Byrne                      	12	11	  -18	 7.313	 126	 3.354	 0.10	  55	 3.199	337121	394328	  5704	Northwestern
 138	Julia Rosenqvist                 	14	 8	   -7	 7.309	 127	 3.351	 0.08	 188	 2.726	337313	447001	  1098	California
 139	Taylor Bridges                   	13	11	     	 7.305	 140	 3.280	 0.12	  61	 3.176	336654	486239	  4206	LSU
 140	Jaeda Daniel                     	15	10	   12	 7.282	 133	 3.313	 0.09	 136	 2.869	336988	511267	  5511	NC State
 141	Katya Townsend                   	20	 9	   32	 7.280	 141	 3.275	 0.08	 257	 2.568	336833	489407	  7848	Texas A&M
 142	Emmanuelle Salas                 	 7	10	  -15	 7.274	 148	 3.258	 0.03	  15	 3.505	337325	485585	  2666	Florida St
 143	Ekin Ercetin                     	10	 9	   -6	 7.271	 146	 3.265	 0.13	  50	 3.233	338324	513289	  4858	Minnesota
 144	Lisa Mays                        	12	 9	    9	 7.267	 145	 3.268	 0.11	 103	 2.997	337010	515909	  7918	Texas Tech
 145	Anna Vrbenska                    	10	 4	    3	 7.259	 125	 3.359	 0.07	 267	 2.543	337365	461316	  4920	Mississippi
 146	Mary Lewis                       	 8	11	   23	 7.258	 138	 3.291	 0.09	  21	 3.465	337751	490655	  4757	Michigan St
 147	Ena Babic                        	 8	11	  -11	 7.258	 153	 3.230	 0.08	  10	 3.540	337767	387261	  6393	Purdue
 148	Ivana Corley                     	19	12	  -10	 7.254	 139	 3.290	 0.09	 207	 2.683	336653	490901	  5886	Oklahoma
 149	Andrea Di Palma                  	10	 9	     	 7.252	 143	 3.272	 0.06	  64	 3.154	337601	521334	  4224	Louisville
 150	Lana Mavor                       	 6	 0	    4	 7.251	 207	 3.033	 0.07	 709	 1.778	336999	510773	  5511	NC State
 151	Tereza Janatova                  	11	 5	  -30	 7.249	 152	 3.230	 0.09	 235	 2.618	337133	418519	  4920	Mississippi
 152	Jordyn McBride                   	14	 3	   15	 7.248	 160	 3.177	 0.06	 497	 2.095	338929	565869	  8241	San Diego
 153	Diana Khodan                     	13	 7	    8	 7.245	 131	 3.320	 0.14	 217	 2.661	337449	521317	  4719	Miami FL
 154	Nandini Das                      	13	 8	   14	 7.245	 134	 3.308	 0.13	 154	 2.803	337328	400527	  2666	Florida St
 155	Briana Crowley                   	16	 7	    5	 7.244	 157	 3.214	 0.08	 250	 2.589	337096	513284	  5704	Northwestern
 156	Alicia Herrero-Linana            	19	12	    1	 7.240	 136	 3.305	 0.12	 168	 2.762	336633	509795	   557	Baylor
 157	Emma Higuchi                     	16	 3	   40	 7.238	 163	 3.171	 0.08	 551	 2.004	339969	415584	  7582	Stanford
 158	Catherine Gulihur                	18	 5	  -34	 7.235	 159	 3.201	 0.13	 410	 2.236	338082	564618	  5558	North Florida
 159	Carly Briggs                     	16	15	   23	 7.235	 185	 3.107	 0.07	  48	 3.250	336746	521055	  7801	Tennessee
 160	Jaleesa Leslie                   	14	 4	  -15	 7.227	 169	 3.161	 0.12	 380	 2.275	337585	563086	  1380	UCF
 161	Ayumi Miyamoto                   	18	 8	  -17	 7.226	 200	 3.058	 0.08	 214	 2.665	336802	513082	  5912	Oklahoma St
 162	Eleni Christofi                  	18	 4	  -12	 7.225	 147	 3.261	 0.07	 508	 2.075	336764	397208	  2881	Georgia
 163	Evgeniya Levashova               	11	 5	   -1	 7.212	 167	 3.164	 0.08	 229	 2.634	337809	514393	  1380	UCF
 164	Sedona Gallagher                 	17	 4	   13	 7.211	 209	 3.028	 0.05	 451	 2.173	338015	493323	  8551	Washington
 165	Chloe Kuckelman                  	16	 1	  -24	 7.210	 243	 2.899	 0.08	 656	 1.855	338327	509861	  5279	Nebraska
 166	Rebeka Mertena                   	15	15	  -10	 7.203	 155	 3.217	 0.10	  85	 3.061	336748	497199	  7801	Tennessee
 167	Alexandra Vagramov               	 9	 5	   11	 7.201	 161	 3.174	 0.09	 180	 2.742	339117	512057	  8141	UCLA
 168	Marlee Zein                      	10	 9	  -28	 7.200	 188	 3.100	 0.05	  67	 3.137	336758	489050	  2625	Florida
 169	Marianna Argyrokastriti          	15	 6	   -4	 7.192	 168	 3.162	 0.12	 287	 2.494	337029	563705	   304	Arizona St
 170	Sydney Berlin                    	17	 5	  -12	 7.189	 182	 3.113	 0.14	 399	 2.251	336768	497400	  2625	Florida
 171	Angelina Shakhraichuk            	24	12	   -7	 7.188	 158	 3.207	 0.08	 246	 2.597	336641	450932	   557	Baylor
 172	Julia Adams                      	19	 6	   -6	 7.185	 174	 3.136	 0.09	 356	 2.318	337201	486168	  2800	Furman
 173	Komola Umarova                   	10	 2	    1	 7.176	 165	 3.168	 0.10	 552	 2.003	339447	493859	  2652	Florida Intl
 174	Lisa Hofbauer                    	15	 8	    1	 7.171	 179	 3.125	 0.09	 215	 2.662	337114	564174	  5850	Ohio St
 175	Carol Lee                        	15	10	   -4	 7.170	 156	 3.217	 0.01	 159	 2.795	337136	564717	  2911	Georgia Tech
 176	Elizabeth Goldsmith              	11	 3	    8	 7.169	 196	 3.068	 0.08	 412	 2.233	338928	515117	  8241	San Diego
 177	Anessa Lee                       	17	 8	   12	 7.169	 175	 3.134	 0.03	 284	 2.502	336734	561902	  8367	Vanderbilt
 178	Danielle Willson                 	14	 7	   28	 7.165	 203	 3.051	 0.05	 185	 2.731	337486	485967	  8251	USC
 179	Thasaporn Naklo                  	11	 7	   55	 7.165	 170	 3.161	 0.05	 198	 2.695	337369	514906	  3554	Iowa St
 180	Rhea Verma                       	13	 6	   -1	 7.162	 164	 3.169	 0.09	 278	 2.515	337607	515180	  4224	Louisville
 181	Alyvia Jones                     	 8	 5	    4	 7.151	 186	 3.101	 0.05	 196	 2.704	337119	419567	  4741	Michigan
 182	Silvia Chinellato                	12	12	  -12	 7.151	 173	 3.154	 0.05	  68	 3.136	336840	396955	  7242	South Carolina
 183	Abi Altick                       	 4	 3	    7	 7.151	 137	 3.297	 0.09	 204	 2.688	339115	385396	  8141	UCLA
 184	Jayci Goldsmith                  	15	10	   18	 7.147	 166	 3.168	 0.09	 171	 2.760	336979	489406	  7848	Texas A&M
 185	Holly Hutchinson                 	 7	 9	   -5	 7.146	 172	 3.157	 0.04	  46	 3.260	337363	417525	  5925	Old Dominion
 186	Lexi Keberle                     	16	 8	  -10	 7.143	 171	 3.159	 0.14	 239	 2.609	336990	511268	  5511	NC State
 187	Mila Saric                       	11	 3	    1	 7.136	 191	 3.080	 0.10	 449	 2.175	339649	489150	  8934	William & Mary
 188	Rocio Safont                     	18	 3	    6	 7.136	 211	 3.016	 0.08	 649	 1.863	337016	448061	  8156	Charlotte
 189	Amanda Meyer                     	 8	 5	   -8	 7.134	 213	 3.001	 0.07	 163	 2.783	336732	432850	  8367	Vanderbilt
 190	Andrea Cerdan                    	14	 8	  -27	 7.131	 176	 3.130	 0.09	 232	 2.629	337106	510627	  4741	Michigan
 191	Mercedes Aristegui               	20	12	    4	 7.125	 198	 3.062	 0.13	 181	 2.736	336941	485729	  7878	TCU
 192	Radka Buzkova                    	 7	 2	     	 7.124	 180	 3.117	 0.08	 450	 2.173	337450	509184	  2638	FL Atlantic
 193	Eleni Louka                      	 7	10	  -10	 7.123	 187	 3.101	 0.11	  28	 3.417	337057	512373	  1603	Clemson
 194	Giulia Morlet                    	10	 6	   -7	 7.121	 177	 3.127	 0.08	 167	 2.769	337031	564468	   304	Arizona St
 195	Shakhnoza Khatmova               	14	 2	    5	 7.113	 248	 2.892	 0.09	 713	 1.768	339479	510745	  8127	UC Santa Barbara
 196	Gabby OGorman                    	 6	12	  -24	 7.109	 184	 3.109	 0.08	   5	 3.613	338423	438061	  6114	Penn St
 197	Martina Kudelova                 	 9	 5	   -4	 7.102	 204	 3.048	 0.05	 254	 2.582	337440	497297	  2638	FL Atlantic
 198	Marcelina Podlinksa              	13	 6	  -43	 7.101	 202	 3.052	 0.13	 288	 2.491	337159	511015	  5886	Oklahoma
 199	Lauryn John-Baptiste             	10	 6	   -1	 7.097	 183	 3.112	 0.08	 261	 2.561	337637	419134	   304	Arizona St
 200	Hannah Viller Moeller            	16	 7	   15	 7.090	 189	 3.099	 0.13	 317	 2.392	337317	564963	  1098	California
 201	Johanna Silva                    	13	10	   25	 7.088	 151	 3.243	 0.11	 202	 2.693	336743	451882	  7801	Tennessee
 202	Malkia Ngounoue                  	20	10	    2	 7.086	 220	 2.987	 0.06	 210	 2.673	336687	489672	  3717	Kansas
 203	Audrey Boch-Collins              	17	 3	   13	 7.076	 214	 3.000	 0.09	 711	 1.770	336627	562077	   557	Baylor
 204	Nandini Sharma                   	10	 2	   13	 7.073	 181	 3.113	 0.10	 564	 1.986	338267	487284	  1380	UCF
 205	Renee McBryde                    	16	 4	    7	 7.070	 190	 3.091	 0.07	 528	 2.049	336981	489405	  7848	Texas A&M
 206	Alba Cortina-Pou                 	15	 7	   -3	 7.063	 201	 3.056	 0.13	 342	 2.349	336777	398952	    74	Alabama
 207	Emilee Duong                     	10	10	  -21	 7.061	 193	 3.074	 0.08	  76	 3.110	337765	403844	  3425	Illinois
 208	Ruxi Schech                      	13	 5	   -7	 7.061	 205	 3.046	 0.11	 332	 2.364	337231	520457	  8156	Charlotte
 209	Nikola Dolakova                  	 8	 2	   14	 7.055	 217	 2.994	 0.10	 542	 2.018	339284	402879	  3197	Hawaii
 210	Jada Bui                         	11	 6	   12	 7.052	 216	 2.995	 0.12	 219	 2.657	337315	564962	  1098	California
 211	Cameron Corse                    	 8	12	   -6	 7.052	 192	 3.076	 0.10	  37	 3.351	337251	398926	  5749	Notre Dame
 212	Anna Arkadianiou                 	 4	 4	    1	 7.051	 208	 3.030	 0.08	  72	 3.117	337327	564846	  2666	Florida St
 213	Grace Schumacher                 	13	 5	   -6	 7.051	 215	 3.000	 0.03	 357	 2.313	337703	564804	  7278	South Florida
 214	Vanessa Ong                      	 5	 1	   -6	 7.040	 249	 2.891	 0.11	 590	 1.944	337620	564428	  8141	UCLA
 215	Anna Hertel                      	10	 4	   -1	 7.037	 229	 2.941	 0.05	 336	 2.352	336784	522068	  2881	Georgia
 216	Eva Alexandrova                  	10	 7	  -20	 7.035	 222	 2.973	 0.12	 132	 2.878	339086	385053	  4474	Maryland
 217	Sophie Abrams                    	11	 9	    3	 7.031	 226	 2.951	 0.08	 122	 2.937	337142	564632	  4636	Memphis
