date	where	score	winner	loser
20170826	N	9-0	Dubuque	CUC
20170826	H	8-1	Augustana (IL)	Edgewood
20170826	A	5-4	Augustana (IL)	Grinnell
20170826	H	9-0	Millikin	Monmouth (IL)
20170826	H	6-3	Millikin	Illinois Tech
20170826	H	9-0	Grinnell	Edgewood
20170826	H	8-1	Lake Forest	CUC
20170826	H	7-2	Lake Forest	Dubuque
20170826	N	7-2	Illinois Tech	Monmouth (IL)
20170826	A	7-2	Northampton	Bucks County (PA)
20170829	H	8-1	West Chester	Clarion
20170829	H	8-1	Nazareth	Brockport
20170830	A	8-1	Edgewood	Beloit
20170831	H	6-1	Valparaiso	Grace (IN)
20170901	H	7-2	Queens (NY)	West Liberty
20170901	H	3-6	Wartburg	Knox (IL)
20170901	H	9-0	Nichols	Franklin Pierce
20170901	H	9-0	Nichols	Mount Ida
20170901	H	8-1	Roger Williams	Simmons
20170901	H	9-0	St. John Fisher	Brockport
20170901	A	7-2	Colby-Sawyer	Gordon (MA)
20170901	H	8-1	JWU Providence	WNE
20170901	H	9-0	Plymouth State	NVU-Lyndon
20170901	A	9-0	Rhode Island College	Lesley
20170901	N	5-4	Cornell College	Edgewood
20170901	A	9-0	St. Norbert	Lawrence
20170901	H	7-2	Concordia (WI)	Carroll (WI)
20170901	A	6-3	MSOE	Carroll (WI)
20170901	H	9-0	TCNJ	Rutgers - Camden
20170901	A	9-0	Geneseo	Oswego
20170901	A	7-2	UW Eau Claire	UW Oshkosh
20170901	A	9-0	UW La Crosse	Lawrence
20170901	N	9-0	UW La Crosse	St. Norbert
20170901	H	8-1	UW Whitewater	Cornell College
20170901	H	9-0	UW Whitewater	Edgewood
20170902	A	8-1	Purdue Northwest	North Central (IL)
20170902	H	9-0	Central (IA)	Monmouth (IL)
20170902	H	9-0	Central (IA)	Knox (IL)
20170902	H	6-3	Simpson (IA)	Monmouth (IL)
20170902	H	3-6	Simpson (IA)	Knox (IL)
20170902	H	9-0	Millikin	Rend Lake (IL)
20170902	A	8-1	Wheaton (IL)	Luther (IA)
20170902	A	6-3	Nazareth	Stevens
20170902	A	7-2	St. John Fisher	Houghton
20170902	H	5-4	Colby-Sawyer	Nichols
20170902	H	9-0	UMass Boston	Farmingdale State
20170902	A	9-0	Rhode Island College	Salve Regina
20170902	A	9-0	Edgewood	Alverno
20170902	N	8-1	Edgewood	Marian (WI)
20170902	H	6-3	Illinois Tech	North Park
20170902	H	8-1	Illinois Tech	Wisconsin Lutheran
20170902	A	9-0	Marian (WI)	Alverno
20170902	H	9-0	TCNJ	Kean
20170902	H	8-1	St. Joseph's (Long Island)	William Paterson
20170903	A	9-0	Wartburg	Beloit
20170903	H	4-5	Franklin (IN)	Cornell College
20170903	A	9-0	Lake Forest	Beloit
20170903	N	8-1	Lake Forest	Wartburg
20170903	N	8-1	UW River Falls	Lawrence
20170903	H	8-1	UW Stout	Lawrence
20170904	A	9-0	West Liberty	Shepherd
20170904	H	2-7	Dubuque	Knox (IL)
20170904	H	9-0	Endicott	Bridgewater State
20170904	A	9-0	Gordon (MA)	Simmons
20170904	A	9-0	Illinois Tech	Beloit
20170905	A	8-1	NYIT	Wilmington (DE)
20170905	H	7-2	St. Anselm	Plymouth State
20170905	H	5-4	Brooklyn	Farmingdale State
20170905	A	9-0	JWU Providence	Curry
20170905	H	9-0	Rhode Island College	Suffolk (MA)
20170905	A	5-3	Yeshiva	Purchase
20170905	A	5-0	Carnegie Mellon	Grove City
20170905	H	9-0	CCC	Bucks County (PA)
20170906	H	8-1	Augustana (IL)	Millikin
20170906	A	8-1	Carroll (WI)	North Central (IL)
20170906	H	6-3	Nazareth	Houghton
20170906	A	6-3	Knox (IL)	Illinois College
20170906	H	9-0	Concordia (WI)	Lakeland
20170907	A	7-2	Post	New Haven
20170907	H	9-0	UMSL	Missouri Baptist
20170907	A	7-2	Adelphi	Jefferson
20170907	A	0-9	Mercyhurst	Allegheny
20170907	H	5-4	Nichols	Endicott
20170907	A	8-1	Roger Williams	Salve Regina
20170907	A	7-2	Eastern Nazarene	Curry
20170907	H	5-4	Simmons	UMass Boston
20170907	A	7-2	Plymouth State	Castleton State
20170907	A	8-1	Lawrence	Ripon
20170907	H	7-2	Wittenberg	Thomas More
20170907	H	8-1	Yeshiva	Farmingdale State
20170907	H	8-1	UW Oshkosh	Marian (WI)
20170907	H	4-2	Iowa Central	Grand View
20170907	H	8-1	Meridian (MS)	East Central (MS)
20170908	H	7-2	LIU Post	Wilmington (DE)
20170908	H	9-0	Queens (NY)	Roberts Wesleyan
20170908	A	5-4	District of Columbia	NYIT
20170908	N	7-2	Michigan Tech	Lake Superior St.
20170908	A	9-0	Newberry	North Greenville
20170908	A	9-0	North Central (IL)	Aurora
20170908	A	9-0	Wheaton (IL)	Illinois Wesleyan
20170908	H	6-3	Grinnell	Coe College
20170908	A	9-0	Grove City	Thiel
20170908	A	6-3	Rowan (NJ)	Brookdale (NJ)
20170908	H	9-0	Earlham	Miami Middletown
20170909	H	6-3	Concordia (NY)	Jefferson
20170909	H	5-4	LIU Post	District of Columbia
20170909	H	9-0	Queens (NY)	Daemen
20170909	H	5-4	Ashland	Walsh
20170909	A	6-3	Lake Superior St.	Lawrence Tech
20170909	H	8-1	Purdue Northwest	Indiana Tech
20170909	A	9-0	Charleston	Notre Dame (OH)
20170909	N	5-4	Fort Hays State	Colorado College
20170909	A	5-4	Bentley	Le Moyne
20170909	A	9-0	Anderson (SC)	North Greenville
20170909	A	8-1	Tusculum	Virginia Wise
20170909	A	7-2	Central (IA)	Dubuque
20170909	A	7-2	Central (IA)	Loras
20170909	A	6-3	Luther (IA)	Nebraska Wesleyan
20170909	A	9-0	Luther (IA)	Buena Vista
20170909	A	7-2	Wartburg	Nebraska Wesleyan
20170909	A	9-0	Wartburg	Buena Vista
20170909	H	9-0	Endicott	Salve Regina
20170909	H	6-3	Roger Williams	Gordon (MA)
20170909	H	9-0	WNE	Curry
20170909	A	9-0	Augustana (IL)	Carroll (WI)
20170909	A	6-3	Augustana (IL)	Carthage
20170909	H	9-0	Carthage	North Park
20170909	A	8-1	Wheaton (IL)	Millikin
20170909	H	6-3	Staten Island	Hunter
20170909	A	8-1	St. John Fisher	Elmira
20170909	A	9-0	Colby-Sawyer	MCLA
20170909	A	9-0	Simmons	Clark (MA)
20170909	A	9-0	Rose-Hulman	Defiance
20170909	A	7-2	Catholic	Stevenson
20170909	A	8-1	Juniata	Lycoming
20170909	H	5-0	Bridgewater State	UMass Boston
20170909	H	8-1	Rhode Island College	Plymouth State
20170909	A	9-0	Stevens	Alfred
20170909	A	7-2	Monmouth (IL)	Ripon
20170909	H	9-0	Cornell College	Beloit
20170909	H	9-0	Grinnell	Beloit
20170909	H	5-4	Grinnell	Lake Forest
20170909	A	5-4	Knox (IL)	Lawrence
20170909	A	5-4	Lake Forest	Cornell College
20170909	H	7-2	Lawrence	Illinois College
20170909	H	9-0	St. Norbert	Monmouth (IL)
20170909	H	2-7	St. Norbert	Knox (IL)
20170909	H	5-0	Husson	Thomas (ME)
20170909	H	9-0	Concordia (WI)	Alverno
20170909	H	9-0	Concordia (WI)	CUC
20170909	A	9-0	Edgewood	Dominican (IL)
20170909	A	9-0	Edgewood	Aurora
20170909	H	5-4	Lakeland	Alverno
20170909	H	9-0	Lakeland	CUC
20170909	H	5-4	Allegheny	Grove City
20170909	H	6-3	Allegheny	Westminster (PA)
20170909	H	6-3	Ohio Wesleyan	Transylvania
20170909	H	7-2	Wittenberg	Trine
20170909	A	9-0	Stockton	William Paterson
20170909	A	6-3	Baldwin Wallace	Westminster (PA)
20170909	H	6-3	John Carroll	Wesleyan (WV)
20170909	A	7-2	Grove City	Baldwin Wallace
20170909	H	9-0	UW La Crosse	UW River Falls
20170909	A	8-1	CCC	Brookdale (NJ)
20170909	H	9-0	Northampton	Bucks County (PA)
20170910	A	8-1	Michigan Tech	Lawrence Tech
20170910	H	8-1	Carroll (WI)	North Park
20170910	H	7-2	Carroll (WI)	UW Stevens Point
20170910	H	5-4	Millikin	Elmhurst
20170910	A	7-2	Franklin (IN)	Lindenwood-Belleville
20170910	A	8-1	Franklin (IN)	Webster
20170910	A	7-2	Stevens	St. John Fisher
20170910	A	5-4	Olivet	Holy Cross (IN)
20170910	A	5-4	Olivet	Holy Cross (IN)
20170910	A	8-1	Trine	Earlham
20170910	A	9-0	Knox (IL)	Ripon
20170910	A	5-4	Lake Forest	Coe College
20170910	H	7-2	Lawrence	Monmouth (IL)
20170910	H	9-0	Rutgers - Camden	William Paterson
20170910	H	8-1	Otterbein	Transylvania
20170910	H	8-1	Austin	TAMU-Texarkana
20170910	H	8-1	Yeshiva	St. Joseph's (Long Island)
20170910	A	8-1	UW Oshkosh	St. Norbert
20170910	H	9-0	Northampton	Lackawanna
20170911	A	8-1	Sciences (Philadelphia)	Gwynedd-Mercy
20170911	A	7-2	St. Thomas Aquinas	Caldwell
20170911	H	8-1	Charleston	Davis & Elkins
20170911	A	8-1	West Liberty	Grove City
20170911	A	9-0	Slippery Rock	Westminster (PA)
20170911	A	9-0	Roger Williams	Suffolk (MA)
20170911	H	8-1	Salem State	Curry
20170911	H	9-0	TCNJ	Stockton
20170911	A	8-1	CCC	Ocean County (NJ)
20170912	H	8-1	Goldey-Beacom	Sciences (Philadelphia)
20170912	H	6-3	Luther (IA)	Dubuque
20170912	H	6-3	Wartburg	Loras
20170912	A	9-0	Colby-Sawyer	NVU-Johnson
20170912	H	6-3	Eastern Nazarene	Regis (MA)
20170912	H	8-1	JWU Providence	Bridgewater State
20170912	H	9-0	Scranton	Lycoming
20170912	A	8-1	Rhode Island College	Clark (MA)
20170912	H	9-0	RIT	Brockport
20170912	A	8-1	Husson	Thomas (ME)
20170912	A	9-0	Aurora	CUC
20170912	H	9-0	Edgewood	Wisconsin Lutheran
20170912	A	8-1	Allegheny	Franciscan
